feature	ERR2587706	ERR2587707	ERR2587708	ERR2587709	ERR2587710	ERR2587711	ERR2587712	ERR2587713	ERR2587714	ERR2587715	ERR2587716	ERR2587717	ERR2587718	ERR2587719	ERR2587720	ERR2587721	ERR2587722	ERR2587723	ERR2587724	ERR2587725	ERR2587726	ERR2587727	ERR2587728	ERR2587729	ERR2587730	ERR2587731	ERR2587732	ERR2587733	ERR2587734	ERR2587735	ERR2587736	ERR2587737	ERR2587738	ERR2587739	ERR2587740	ERR2587741	ERR2587742	ERR2587743	ERR2587744	ERR2587745	ERR2587746	ERR2587747	ERR2587748	ERR2587749	ERR2587750	ERR2587752	ERR2587753	ERR2587754	ERR2587755	ERR2587756	ERR2587757	ERR2587758	ERR2587759	ERR2587760	ERR2587762	ERR2587763	ERR2587764	ERR2587765	ERR2587766	ERR2587767	ERR2587768	ERR2587769	ERR2587770	ERR2587771	ERR2587772	ERR2587773	ERR2587774	ERR2587775	ERR2587776	ERR2587777	ERR2587778	ERR2587779	ERR2587780	ERR2587781	ERR2587782	ERR2587783	ERR2587784	ERR2587785	ERR2587786	ERR2587787	ERR2587788	ERR2587789	ERR2587790	ERR2587791	ERR2587792	ERR2587793	ERR2587794	ERR2587795	ERR2587796	ERR2587797	ERR2587798	ERR2587799	ERR2587800	ERR2587801	ERR2587802	ERR2587803	ERR2587804	ERR2587805	ERR2587806	ERR2587807	ERR2587808	ERR2587809	ERR2587810	ERR2587811	ERR2587812	ERR2587813	ERR2587814	ERR2587815	ERR2587816	ERR2587817	ERR2587818	ERR2587819	ERR2587820	ERR2587821
GH13_25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13279	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.45995	NA	NA	NA	NA	NA	0.32003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.55735	NA	NA	NA	NA	0.21664	NA	NA	NA	0.19047	NA	NA	NA	NA	NA	NA	NA
GH13_28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3043	122.86642	4.50297	119.31566	38.90002	25.30359	3.59207	47.2854	10.84364	10.9567	6.61485	63.30714	1.37512	22.65943	88.95623	66.19989	2.11508	113.63985	7.5711	2.21326	32.18456	124.57357	90.94925	46.47201	16.23151	8.11392	12.07382	8.99526	49.40649	29.22036	67.5533	89.93028	68.57908	22.69968	29.24847	12.11221	73.16335	12.89912	33.02219	64.1605	75.67244	130.69968	10.81856	16.75901	13.74075	13.33722	35.97046	62.78051	107.4316	91.92165	45.58623	60.55659	21.67085	19.61291	34.69134	10.38203	21.76961	111.83531
GH13_29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.77757	23.63556	14.59454	13.97862	1.99022	17.43036	4.29496	24.29973	12.77865	3.3148	9.74983	9.15117	13.58979	14.21076	2.80993	8.86072	2.56924	34.83693	10.38814	6.71998	1.8564	27.5471	6.90883	13.23845	1.10784	1.3681	12.16373	2.41031	3.87127	5.3413	5.75478	22.31602	9.92416	21.3657	4.09348	1.8158	6.44986	1.50357	5.79831	3.54833	13.01189	5.32015	2.17611	5.42298	19.34959	8.9922	14.97484	4.19627	30.37455	10.76295	4.33128	3.83388	3.26864	18.1592	13.07396	13.05258	2.55195	10.52397
GH13_3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35681	8.33656	0.2056	1.3491	NA	1.60123	1.67084	1.21047	2.28003	4.15736	1.5076	7.254	NA	0.81583	NA	NA	0.82889	15.72134	1.01879	2.89768	5.40706	4.85723	3.4461	5.45789	3.04513	NA	NA	1.60195	NA	7.98825	6.23444	5.98533	3.72075	0.54441	1.87474	1.4375	1.60498	2.22624	NA	1.59729	0.43758	NA	0.15117	1.67816	2.76203	1.01865	1.10845	0.53215	NA	0.42272	0.24789	NA	0.30026	4.75078	2.63803	0.41854	1.7888	0.77946
GH13_30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.61228	6.94704	0.49706	0.98769	0.13089	1.52046	0.46231	1.34795	1.41876	0.90052	1.97247	4.74684	NA	1.58428	NA	0.26979	2.4767	10.29383	0.53313	4.502	2.99279	8.24434	1.7216	7.40863	4.12793	NA	1.07414	1.68653	NA	3.57173	3.04058	7.41972	1.37193	1.51144	5.36693	0.14434	NA	1.75086	0.19848	1.11794	0.58538	0.18555	0.22992	2.09274	1.93473	0.57178	0.68927	1.68587	NA	1.78512	0.25853	0.85239	0.57439	4.34366	1.00968	0.12374	1.15947	0.8761
GH13_31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.41011	56.93418	14.72114	66.1524	26.59537	39.36238	31.0524	108.34458	69.69156	67.22697	62.574	46.44645	26.39402	42.8834	53.06492	32.15773	46.0508	69.17204	50.59201	67.86128	27.67789	66.14434	44.55432	52.07478	38.48406	47.81898	51.38131	15.48331	36.41616	29.28578	45.25123	49.08358	48.47219	25.60326	53.12743	36.99923	86.97067	25.34089	48.19153	40.33372	73.77175	28.95341	49.27126	27.36952	55.01651	27.00081	28.00556	41.61934	29.97033	58.38155	32.41834	47.85774	28.64783	48.43063	26.56042	54.24073	51.91516	27.23148
GH13_32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.0448	0.25399	0.34511	0.19605	0.63334	0.56255	2.09341	0.61707	0.77564	1.28611	6.13143	0.25498	0.29086	0.05282	NA	1.50855	7.42321	0.70748	0.44982	2.11859	5.84448	1.50641	5.03849	2.32791	NA	NA	1.22444	NA	1.17799	1.61728	9.63285	0.63395	2.30722	3.67636	NA	0.37014	1.79333	NA	1.73779	0.08116	NA	0.37555	2.2692	0.71762	0.6372	NA	0.60273	0.21296	0.08756	NA	NA	NA	3.56651	1.12671	0.49315	0.16384	0.8425
GH13_33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09616	NA	NA	NA	NA	0.20442	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69765	0.32939	NA	NA	NA	NA	NA	NA	NA	NA	0.10438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH13_36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	61.68515	70.87534	8.53942	104.34166	83.08148	43.82394	14.01681	111.07623	33.68436	86.62681	51.70895	53.76326	13.83736	36.96783	99.74742	27.44168	42.78058	93.00397	29.95561	48.38996	19.33254	86.16668	90.47524	29.07375	50.56546	47.55075	46.69231	16.00048	50.86165	18.37919	61.97155	80.78903	85.53377	44.36963	33.76913	27.361	101.37648	27.45248	54.646	50.43799	69.584	80.69343	66.9253	8.07667	46.69104	43.81204	21.50612	28.84229	73.18848	63.02496	43.64655	107.40855	35.80312	48.99282	40.24366	18.73035	25.54197	63.838
GH13_37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.10567	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.64827	NA	NA	NA	NA	NA	NA	NA	0.2799	NA	NA	NA	NA	9.38785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH13_38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.00639	11.72944	121.01314	46.70452	69.30655	32.52802	40.21784	62.86954	88.8231	52.69537	22.7422	53.93431	97.30403	54.68245	74.0617	68.46721	95.2387	69.33193	78.46603	53.14901	52.55874	40.50143	29.48135	55.1266	67.09422	79.13456	56.13445	164.9	69.98286	60.75103	66.01466	57.79933	28.85651	96.96275	58.91253	66.1713	69.71802	111.27154	37.92547	52.88775	46.1394	57.99739	24.58431	87.01359	48.422	145.11234	96.66896	23.89794	31.06596	27.01661	72.93232	31.04865	90.94666	65.98116	130.69641	33.17842	71.39836	30.27662
GH13_39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	45.37558	112.89653	59.01335	91.05291	33.88064	62.77255	98.37243	56.7367	47.27721	44.1018	54.26286	63.56408	42.67139	76.58204	32.62408	61.33156	53.40566	85.20005	35.09095	53.38203	111.69911	117.63981	96.0679	78.05193	34.02951	53.29781	54.47188	44.75759	34.45593	84.90262	65.32214	65.16699	97.78559	46.05442	49.23367	55.77479	71.15147	58.66241	61.72768	87.54674	90.6134	71.74808	72.9185	69.45779	75.76036	46.66232	56.24037	93.33632	128.52836	111.33632	53.69345	76.66446	47.48435	74.65722	63.64124	93.1785	79.88739	98.80907
GH13_4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	55.18458	55.76191	13.92533	61.33504	40.30831	51.75229	54.877	95.34408	58.78922	85.72974	88.96958	25.83219	15.65686	41.6471	34.88949	63.3292	38.90841	123.98335	75.67497	126.19458	26.28479	47.36067	73.82546	45.93273	77.66543	43.90421	54.43561	43.20529	67.68491	25.58383	39.19293	53.09032	54.7295	70.30102	60.15469	34.36137	53.64931	58.60636	71.34325	60.22444	67.60491	28.84057	39.30586	24.68342	65.54009	37.64499	33.62272	37.27493	31.13317	81.86018	18.45677	63.10948	21.17728	86.08484	48.54777	74.98954	12.80977	27.82545
GH13_40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.22312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16749	0.5343	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.18946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GH13_41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57.14689	4.6468	2.50133	27.53406	6.13425	2.22522	6.37482	20.91706	22.021	71.80446	54.50727	1.0673	2.93938	4.81179	7.05099	3.30241	26.93584	18.95662	19.5423	39.17947	3.84494	20.96155	18.66371	5.46622	23.45872	12.11009	22.29212	0.32213	9.81554	3.04728	19.67632	22.2432	15.03132	10.15562	18.81232	15.09165	41.5011	2.2724	13.26121	5.65331	39.62013	24.57772	31.1276	NA	12.27514	32.09178	14.75123	0.25201	1.22029	9.49741	13.2623	32.55348	9.08121	12.97726	17.62183	12.26118	0.29244	5.61266
GH13_42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.26089	71.27809	4.07976	84.74911	35.19936	45.09574	10.76038	31.37514	0.73514	9.03431	9.03644	30.8809	2.10053	19.73866	101.17849	170.94426	167.6605	75.31922	0.55132	1.81751	73.53653	98.14192	68.08489	29.3475	7.22624	9.79865	10.24064	118.33117	10.39201	28.29875	116.60144	52.21018	41.25093	21.67213	22.22591	11.74304	47.68805	81.22526	11.57289	73.8907	93.59198	123.06112	7.08551	8.00027	9.46095	15.36967	215.78138	41.99538	84.79284	106.80071	26.98168	55.1401	22.5012	10.74669	34.22005	23.45847	11.49698	86.94645
GH13_5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.57814	29.22497	92.89391	14.10238	44.53155	56.33902	15.98152	11.15605	9.5597	6.78925	38.76796	64.90374	76.85784	11.92839	60.27897	21.97101	18.90324	11.58485	12.64031	8.49748	29.35276	17.16952	54.50498	22.30508	29.27382	34.41439	45.13683	16.08141	43.42534	55.63645	36.77891	22.98062	58.52588	26.46097	21.33631	52.56222	10.58967	18.64235	41.32213	63.68756	26.06775	42.791	24.5396	62.86105	37.95031	13.77904	18.06147	31.80322	25.94737	7.99132	36.17585	31.38115	29.55012	26.51814	9.69571	15.47859	79.88493	24.95788
GH13_6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2481	6.01137	15.85193	2.55288	9.73158	3.34294	NA	NA	NA	NA	1.54139	2.41495	23.55977	2.31595	62.60364	66.66761	NA	NA	NA	32.40627	1.23362	NA	35.24946	NA	NA	2.70023	154.99728	NA	NA	57.15148	0.92053	NA	87.63967	NA	NA	36.54439	92.40524	NA	NA	22.01629	3.26207	1.14833	NA	3.4932	95.95633	100.01776	0.46198	NA	11.80099	2.91197	2.57281	NA	1.73823	80.16617	14.46364	0.47641	NA
GH13_8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.08951	18.75687	117.4482	43.70036	60.7968	35.18697	46.85796	46.41989	76.93035	53.57578	40.3555	77.41812	110.91168	61.49707	64.44901	72.19018	88.01146	44.07646	68.69245	54.43976	56.5789	56.20171	50.63846	77.706	48.58238	89.42738	48.00513	162.83282	66.37258	76.74267	68.42858	60.82675	44.4301	102.28367	56.48087	90.674	57.49909	113.42849	57.37145	46.3816	39.40451	70.2841	28.18888	93.91807	52.86465	133.8767	110.03486	49.69229	51.07829	32.04767	68.9401	39.63391	76.37106	68.06678	103.30325	36.44742	99.20484	35.38114
GH13_9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	286.34042	413.69067	216.72435	393.93759	361.45433	318.01291	306.99635	337.75734	251.45765	297.73011	323.01956	264.95984	152.70724	258.09804	390.3555	243.35531	240.53214	363.53264	248.7673	341.42291	311.71163	356.12208	374.62693	304.50597	332.92168	267.60966	341.80231	169.66533	280.05592	224.92402	360.34878	282.9347	352.65298	249.96803	290.17964	241.2654	300.76084	285.70611	294.3956	325.71844	399.74546	317.64958	334.11146	189.68638	361.09516	227.83911	212.55723	251.03448	349.16787	404.25708	239.57912	377.28481	265.54171	347.42333	214.98909	275.32548	171.42957	315.28526
GH14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.59969	0.48283	0.87526	2.00824	1.17469	4.3695	NA	NA	0.76678	NA	1.14285	1.004	0.34889	2.2348	1.13541	3.08639	12.2698	NA	2.05813	0.2478	2.46649	NA	1.97922	1.18671	NA	NA	NA	NA	NA	0.31988	3.84957	NA	1.83639	10.26169	NA	NA	1.19349	1.05719	NA	NA	0.71417	1.31584	NA	NA	NA	1.26252	7.17326	0.0391	NA	NA	0.6824	NA	2.40531	NA	2.87143	0.20176	NA	NA
GH140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	190.34582	53.45656	69.83835	67.01398	130.97283	58.17041	54.20324	64.67793	125.2183	69.05934	150.8896	140.11771	105.11224	73.80253	161.32852	85.06348	159.24555	54.09621	159.03835	36.879	58.96413	45.45202	113.03281	50.71624	93.05605	251.11919	88.20559	242.4106	104.6869	46.54813	66.77331	54.47727	102.88877	133.52503	81.11132	164.72978	114.5541	181.43464	92.21202	64.51048	52.03562	77.07404	76.14072	129.39996	67.30502	151.48393	48.11238	50.86116	88.68557	53.53837	73.58239	68.48236	207.99644	56.80652	119.33074	40.07299	101.54688	76.25783
GH141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89.80035	8.07928	29.00925	34.55037	33.70668	19.03802	19.20942	20.65486	53.12446	15.33071	71.992	36.51457	21.94226	22.6356	43.55453	37.71915	74.81621	27.83663	74.12261	3.82548	33.22886	10.18402	26.26019	13.36711	44.65859	27.46412	17.53052	134.15779	27.83434	11.85276	40.84846	15.05141	23.232	79.00761	36.15131	14.3564	56.75113	83.89327	43.47609	19.8602	26.51774	21.14358	17.14357	41.77277	14.61567	112.98165	7.25162	8.59833	17.29522	23.93092	31.23582	13.70029	62.77634	9.19158	102.41711	6.25143	31.84949	18.97679
GH142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	52.26397	9.13471	18.84418	30.45578	34.11624	16.97556	8.90805	21.04844	44.06276	11.85884	33.13927	29.60828	24.43952	53.59862	39.31356	38.58802	74.33898	20.62028	52.22593	4.85395	17.61729	5.25309	16.38152	15.20593	53.23183	25.00804	16.59735	122.926	11.99141	8.12183	25.51893	8.32441	11.95945	71.18142	33.46083	14.94833	56.49276	78.15587	24.27358	14.306	8.91801	19.5946	10.33984	28.0252	10.23774	68.31782	7.96152	6.1655	17.12396	5.53326	25.86882	12.38986	54.7268	6.54802	59.57342	7.37737	23.66843	12.63289
GH143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.21582	4.45348	18.5293	11.81727	28.94115	10.26028	9.18467	13.68734	30.55247	11.23588	25.63035	28.89712	15.54267	5.03015	42.03856	34.09106	76.96052	18.81974	42.96977	4.42025	18.91886	4.06152	15.23505	9.46481	51.23106	24.25938	17.64904	137.58558	14.01265	7.25345	28.88474	5.83804	10.0687	52.68428	33.06661	10.10561	51.80396	87.6968	17.38643	12.79367	8.89531	14.50573	10.93169	26.82667	11.0225	71.30902	8.99805	5.95233	10.55334	6.3178	14.65098	7.05519	45.92622	8.0168	62.62007	5.64901	20.57872	9.88079
GH144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85.9928	21.16654	87.76208	47.1612	55.15865	37.06091	23.76215	80.95954	150.6655	122.82061	62.52239	66.49872	66.82327	14.95376	77.79895	23.60799	78.3859	110.08826	137.88601	83.42729	27.44313	33.09854	46.02795	26.13153	145.04122	80.85316	74.75689	20.88585	87.50133	84.54813	17.24846	58.95493	30.50728	34.43998	133.523	75.40835	47.41617	21.43019	46.00947	97.56707	22.5232	129.4866	57.36767	114.13751	75.25734	119.55841	25.72796	27.14155	61.3922	17.0184	131.44071	40.3444	167.31942	69.51373	121.22876	21.31643	45.48765	48.33389
GH145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62.61994	12.44669	53.04969	20.51964	50.05289	16.63515	16.07426	23.24435	100.64315	48.4354	42.35795	49.70048	32.89827	10.33762	51.50671	18.73999	22.45713	31.67307	137.88479	51.75989	8.10422	16.37542	34.11714	18.05077	44.213	34.40761	46.21062	17.04463	53.02163	36.14653	5.23464	39.57678	19.88173	27.38678	29.90096	23.29864	31.18195	22.23712	35.3544	39.74097	10.27919	77.62716	22.6403	66.38307	32.39907	34.24346	17.89245	14.46022	22.4637	9.44518	71.79243	19.54209	95.72404	29.64469	40.79376	9.38866	47.85367	16.57499
GH146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90.57897	38.93736	70.98157	60.69186	76.79112	42.50908	40.87615	110.33244	160.44616	39.24842	78.50775	144.94231	99.58598	54.36139	125.75644	39.78196	48.03971	133.68036	193.38294	47.64024	41.68073	30.55804	67.12432	47.4504	91.31924	102.61072	75.27215	33.55962	105.23614	43.16824	53.25856	36.68028	42.19957	152.64299	76.17421	62.87951	64.36014	48.04316	94.85992	43.97797	63.88551	143.53076	73.80722	92.02623	48.32232	136.84352	131.4567	36.97443	64.72825	41.13878	130.89651	66.96833	167.29228	41.04556	146.58757	42.02042	69.51882	65.08203
GH147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46.45157	6.21816	9.74944	17.40704	16.58551	3.98973	6.37907	9.32316	20.0859	6.95958	20.79129	11.9756	7.2155	6.41522	24.13882	5.49426	4.87656	7.4239	13.38443	6.34714	0.94517	7.1381	13.13159	12.68562	0.97296	13.50089	12.64322	8.61412	4.48352	14.02325	0.90121	12.77266	6.659	15.77814	4.65984	30.15312	6.78851	5.62987	5.57455	5.07039	2.676	24.1917	13.8912	23.81308	10.4595	6.11315	10.75455	7.75431	8.89317	3.41675	26.6725	5.80925	18.14208	13.38746	7.0691	6.39014	9.50124	4.01869
