"","run_accession","secondary_study_accession","sample_accession","secondary_sample_accession","experiment_accession","study_accession","submission_accession","tax_id","scientific_name","instrument_platform","instrument_model","library_name","nominal_length","library_layout","library_strategy","library_source","library_selection","read_count","base_count","center_name","first_public","last_updated","experiment_title","study_title","study_alias","experiment_alias","run_alias","fastq_bytes","fastq_md5","fastq_ftp","fastq_aspera","fastq_galaxy","submitted_bytes","submitted_md5","submitted_ftp","submitted_aspera","submitted_galaxy","submitted_format","sra_bytes","sra_md5","sra_ftp","sra_aspera","sra_galaxy","sample_alias","broker_name","Sample","Week","Intervention","nominal_sdev","Week","bam_ftp","bam_bytes","bam_md5"
"35","ERR5956736","ERP128019","SAMEA8793885","ERS6478235","ERX5597257","PRJEB44020","ERA4412414",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",19313196,2440111049,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP02-02_Week1_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP02-02_Week1_Study2OrangeFiber","webin-reads-TP02-02_Week1_Study2OrangeFiber","744403265;847215813","74a80f798c828a09e72953d00890de70;df6cd767d5ad5d39e98b5b4dfd8576fb","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956736/ERR5956736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956736/ERR5956736_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956736/ERR5956736_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/006/ERR5956736/ERR5956736_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956736/ERR5956736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/006/ERR5956736/ERR5956736_2.fastq.gz","710774548;814098162","478416170d7a30a3565f46f92f85a8da;e9afeaa8bcdc1790203882e2660cd12e","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956736/TP02-02_TS2_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956736/TP02-02_TS2_Wk1_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956736/TP02-02_TS2_Wk1_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956736/TP02-02_TS2_Wk1_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956736/TP02-02_TS2_Wk1_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956736/TP02-02_TS2_Wk1_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP02-02_Week1_Study2OrangeFiber",NA,"TP02-02","1","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/006/ERR5956736.bam",1601720379,"e06bea00f2e542002542627b22ef6135"
"36","ERR5956580","ERP128019","SAMEA8793757","ERS6478107","ERX5597101","PRJEB44020","ERA4412254",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16700674,2053726149,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP02-02_Week2_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP02-02_Week2_Study1PeaFiber","webin-reads-TP02-02_Week2_Study1PeaFiber","619110457;642014881","a1bc442f64c506d820c2f2d887f6be29;8bdf209b7176e8ba3fecf16f09e9569a","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956580/ERR5956580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956580/ERR5956580_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956580/ERR5956580_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/000/ERR5956580/ERR5956580_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956580/ERR5956580_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/000/ERR5956580/ERR5956580_2.fastq.gz","596449279;619102142","bf9a5eb86246a04e3e596fe1e1556149;2cf9e1a8b9dc6fab979d3110c9618659","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956580/TP02-02_TS1_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956580/TP02-02_TS1_Wk2_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956580/TP02-02_TS1_Wk2_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956580/TP02-02_TS1_Wk2_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956580/TP02-02_TS1_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956580/TP02-02_TS1_Wk2_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP02-02_Week2_Study1PeaFiber",NA,"TP02-02","2","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/000/ERR5956580.bam",1252907224,"13bd5bad46f94245d18e79dfe24abe09"
"37","ERR5956737","ERP128019","SAMEA8793886","ERS6478236","ERX5597258","PRJEB44020","ERA4412415",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",19640044,2510231663,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP02-02_Week2_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP02-02_Week2_Study2OrangeFiber","webin-reads-TP02-02_Week2_Study2OrangeFiber","767850054;883912807","8c2da37a0737e37a1b2c85eb95bf4a7c;88f7951607f5cad674eade03186198ca","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956737/ERR5956737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956737/ERR5956737_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/007/ERR5956737/ERR5956737_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/007/ERR5956737/ERR5956737_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956737/ERR5956737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956737/ERR5956737_2.fastq.gz","734343545;850925373","41250d0b8746a81c019618a9dd2e1a87;b38ef150f1f5500cbe361652a0c9306c","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956737/TP02-02_TS2_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956737/TP02-02_TS2_Wk2_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956737/TP02-02_TS2_Wk2_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956737/TP02-02_TS2_Wk2_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956737/TP02-02_TS2_Wk2_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956737/TP02-02_TS2_Wk2_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP02-02_Week2_Study2OrangeFiber",NA,"TP02-02","2","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/007/ERR5956737.bam",1662929397,"bd09c2aaf3bdd05601ed4ef01cde86ae"
"38","ERR5956581","ERP128019","SAMEA8793758","ERS6478108","ERX5597102","PRJEB44020","ERA4412255",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",17100586,2097976208,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP02-02_Week3_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP02-02_Week3_Study1PeaFiber","webin-reads-TP02-02_Week3_Study1PeaFiber","625657252;656678514","231adf668bf3278626cd1e634bf88c1e;43b7bcffac3d9931e69bbba61534bc11","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956581/ERR5956581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956581/ERR5956581_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956581/ERR5956581_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/001/ERR5956581/ERR5956581_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956581/ERR5956581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/001/ERR5956581/ERR5956581_2.fastq.gz","602070330;632811973","9e09cbf908aa36438227f26328e4d19e;8ef00e3d2a57f8451eeaa5f0fd8b8b2a","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956581/TP02-02_TS1_Wk3_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956581/TP02-02_TS1_Wk3_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956581/TP02-02_TS1_Wk3_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956581/TP02-02_TS1_Wk3_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956581/TP02-02_TS1_Wk3_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956581/TP02-02_TS1_Wk3_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP02-02_Week3_Study1PeaFiber",NA,"TP02-02","3","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/001/ERR5956581.bam",1274387183,"a725e6b6223305382999a9a04d993f33"
"39","ERR5956583","ERP128019","SAMEA8793759","ERS6478109","ERX5597104","PRJEB44020","ERA4412257",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",15332562,1843931238,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP02-02_Week4_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP02-02_Week4_Study1PeaFiber","webin-reads-TP02-02_Week4_Study1PeaFiber","555998839;575106806","5bd6884048a49ca67a8937833478448a;14688552b66d1059250c94570474ac3d","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956583/ERR5956583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956583/ERR5956583_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/003/ERR5956583/ERR5956583_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/003/ERR5956583/ERR5956583_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956583/ERR5956583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/003/ERR5956583/ERR5956583_2.fastq.gz","534999546;553910306","db61e5c715e67fa19f1160f988892ffb;2e44ff858df43e62fe163c891be65cfa","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956583/TP02-02_TS1_Wk4_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956583/TP02-02_TS1_Wk4_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956583/TP02-02_TS1_Wk4_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956583/TP02-02_TS1_Wk4_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956583/TP02-02_TS1_Wk4_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956583/TP02-02_TS1_Wk4_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP02-02_Week4_Study1PeaFiber",NA,"TP02-02","4","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/003/ERR5956583.bam",1125441512,"0b699b50f90d14bd0fb056fab29b8364"
"40","ERR5956738","ERP128019","SAMEA8793887","ERS6478237","ERX5597259","PRJEB44020","ERA4412416",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",19959306,2557615684,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP02-02_Week5_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP02-02_Week5_Study2OrangeFiber","webin-reads-TP02-02_Week5_Study2OrangeFiber","823055743;911045213","71c43d75dcf6a5094c665625cea69c55;14850979a7bb3e5fbac550779257071c","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956738/ERR5956738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956738/ERR5956738_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/008/ERR5956738/ERR5956738_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/008/ERR5956738/ERR5956738_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956738/ERR5956738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/008/ERR5956738/ERR5956738_2.fastq.gz","788404289;876912171","4d99d50ef9d5abdfaeeef6722e761900;c66becc468f0929032c6043ebe5853cd","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956738/TP02-02_TS2_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956738/TP02-02_TS2_Wk5_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956738/TP02-02_TS2_Wk5_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956738/TP02-02_TS2_Wk5_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956738/TP02-02_TS2_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956738/TP02-02_TS2_Wk5_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP02-02_Week5_Study2OrangeFiber",NA,"TP02-02","5","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/008/ERR5956738.bam",1750426062,"94884d6c902b8c17335e7e51a4d064f7"
"41","ERR5956584","ERP128019","SAMEA8793760","ERS6478110","ERX5597105","PRJEB44020","ERA4412258",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16511434,2007495652,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP02-02_Week5_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP02-02_Week5_Study1PeaFiber","webin-reads-TP02-02_Week5_Study1PeaFiber","606620372;629447488","508290642ae0192b187c6d0b3b1345dc;d3c15fda20ea09d5c6c545a98574bb3a","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5956584/ERR5956584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5956584/ERR5956584_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/004/ERR5956584/ERR5956584_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/004/ERR5956584/ERR5956584_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5956584/ERR5956584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/004/ERR5956584/ERR5956584_2.fastq.gz","583947768;606561631","d6eb37182ea9a19eb57a169fddc21419;11c902f804d91d84d571049d7c253100","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956584/TP02-02_TS1_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956584/TP02-02_TS1_Wk5_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956584/TP02-02_TS1_Wk5_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956584/TP02-02_TS1_Wk5_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956584/TP02-02_TS1_Wk5_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956584/TP02-02_TS1_Wk5_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP02-02_Week5_Study1PeaFiber",NA,"TP02-02","5","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/004/ERR5956584.bam",1230850113,"8b660c79514e7e1f577f62a5f6493d4b"
"42","ERR5956585","ERP128019","SAMEA8793761","ERS6478111","ERX5597106","PRJEB44020","ERA4412259",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16111384,2020075659,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP02-02_Week8_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP02-02_Week8_Study1PeaFiber","webin-reads-TP02-02_Week8_Study1PeaFiber","609089158;639068214","1e8f10faa8b7abcc804d7bc72146e6d9;f5e95d1babc10c5cd6e093320dce8198","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956585/ERR5956585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956585/ERR5956585_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/005/ERR5956585/ERR5956585_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/005/ERR5956585/ERR5956585_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956585/ERR5956585_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/005/ERR5956585/ERR5956585_2.fastq.gz","586971335;616734421","772a3763d8281c24622eb328c1669740;58aa4340a62d6d074224242309cea0f7","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956585/TP02-02_TS1_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956585/TP02-02_TS1_Wk8_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956585/TP02-02_TS1_Wk8_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956585/TP02-02_TS1_Wk8_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956585/TP02-02_TS1_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956585/TP02-02_TS1_Wk8_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP02-02_Week8_Study1PeaFiber",NA,"TP02-02","8","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/005/ERR5956585.bam",1242727856,"b27f89ba6af09f3ad847cf2eb0b61107"
"43","ERR5956739","ERP128019","SAMEA8793888","ERS6478238","ERX5597260","PRJEB44020","ERA4412417",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",20018792,2607866397,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP02-02_Week8_Study2OrangeFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP02-02_Week8_Study2OrangeFiber","webin-reads-TP02-02_Week8_Study2OrangeFiber","800274150;906933058","1c198210c0d8d2a86590d72405242a93;ce1441cf8639eea116bb62cbb4659794","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956739/ERR5956739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956739/ERR5956739_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/009/ERR5956739/ERR5956739_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/009/ERR5956739/ERR5956739_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956739/ERR5956739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/009/ERR5956739/ERR5956739_2.fastq.gz","765183307;872412548","6e345d6af2d56a7a0aee4dbefa73778b;f1c0737f27411f559d7cc53426b9c123","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956739/TP02-02_TS2_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956739/TP02-02_TS2_Wk8_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956739/TP02-02_TS2_Wk8_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956739/TP02-02_TS2_Wk8_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956739/TP02-02_TS2_Wk8_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956739/TP02-02_TS2_Wk8_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP02-02_Week8_Study2OrangeFiber",NA,"TP02-02","8","Study2OrangeFiber",NA,"2021-05-23","ftp.sra.ebi.ac.uk/vol1/err/ERR595/009/ERR5956739.bam",1716607009,"4980d899f61e8b314c33c017670f2a35"
"44","ERR5956587","ERP128019","SAMEA8793762","ERS6478112","ERX5597108","PRJEB44020","ERA4412261",256318,"metagenome","ILLUMINA","unspecified",NA,NA,"PAIRED","OTHER","METAGENOMIC","RANDOM",16773504,2112397111,"WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES","2022-04-13","2022-04-13","unspecified sequencing: Raw reads: TP02-02_Week9_Study1PeaFiber","An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome","ena-STUDY-WASHINGTON UNIVERSITY CENTER FOR GENOME SCIENCES-30-03-2021-04:15:02:361-407","webin-reads-TP02-02_Week9_Study1PeaFiber","webin-reads-TP02-02_Week9_Study1PeaFiber","636736664;660092234","7519e37772db6aff7d63d9dce3480ced;bdedd3f8d9c90c62ed8c79c52c7fa995","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956587/ERR5956587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956587/ERR5956587_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/007/ERR5956587/ERR5956587_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR595/007/ERR5956587/ERR5956587_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956587/ERR5956587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR595/007/ERR5956587/ERR5956587_2.fastq.gz","613847312;636967139","8938a7613db21984782dfe4f18369eda;030ab76e69a7157c204460bc840c4119","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956587/TP02-02_TS1_Wk9_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956587/TP02-02_TS1_Wk9_HF_CAT_R2.fq.gz","fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956587/TP02-02_TS1_Wk9_HF_CAT_R1.fq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR595/ERR5956587/TP02-02_TS1_Wk9_HF_CAT_R2.fq.gz","ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956587/TP02-02_TS1_Wk9_HF_CAT_R1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR595/ERR5956587/TP02-02_TS1_Wk9_HF_CAT_R2.fq.gz","FASTQ;FASTQ",NA,NA,NA,NA,NA,"TP02-02_Week9_Study1PeaFiber",NA,"TP02-02","9","Study1PeaFiber",NA,"2021-05-21","ftp.sra.ebi.ac.uk/vol1/err/ERR595/007/ERR5956587.bam",1289758757,"d11d2fc5d7cb3a0e2d4ff6be1ef8cf7c"
